movie_id,avg_user_rating,rating_count,rating_std,positive_ratio,catalog_score,catalog_voted_by,bayesian_score_norm,popularity_rank,language_encoded,n_genres,genre_action,genre_adventure,genre_animation,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_foreign,genre_history,genre_horror,genre_music,genre_mystery,genre_romance,genre_science_fiction,genre_tv_movie,genre_thriller,genre_war,genre_western
17,3.1090908,55,0.88261443,0.16363636,5.6,76,0.4683723,6793,17,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
18,3.743871,34223,0.96362644,0.5867107,7.3,3962,0.736532,183,17,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
19,3.9748824,6589,0.9339301,0.70314157,8.0,666,0.82890123,1628,15,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20,3.73415,694,0.8519351,0.556196,7.2,78,0.62265927,6710,17,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
21,3.7901316,760,0.95578295,0.6289474,7.8,23,0.5837419,12593,17,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3.813028,36337,0.9145407,0.6115805,7.5,7191,0.77182,31,17,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24,3.8633397,32471,1.006352,0.655508,7.7,5091,0.80441433,99,17,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3.461665,3952,0.828155,0.39827934,6.6,776,0.61215216,1427,17,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
26,3.7368422,228,0.8343254,0.5745614,6.5,20,0.51875013,13486,26,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2.856546,359,1.1858757,0.2339833,5.1,103,0.411688,5724,17,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
28,4.106593,27741,0.89850867,0.7484229,8.0,2112,0.8489167,480,17,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
30,3.5714285,7,0.62269986,0.42857143,7.9,11,0.5450448,17464,35,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33,3.984103,16135,0.87323856,0.71416175,7.7,1133,0.792303,992,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,3.4365504,8621,0.9211957,0.40331748,6.9,2335,0.6678521,429,17,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38,4.0768538,32113,0.8880493,0.73574567,7.9,3758,0.836543,204,17,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
55,3.9993227,6644,0.8379585,0.72501504,7.6,537,0.76126015,1936,19,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
58,3.473871,15079,0.98471993,0.43630216,7.0,5380,0.68715197,91,17,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
59,3.6341991,5082,0.84246975,0.514758,6.9,850,0.6604975,1324,17,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
62,3.9707344,30001,1.0455176,0.68981034,7.9,3075,0.83535624,280,17,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
63,3.8887691,53398,0.8737872,0.6634893,7.4,2470,0.750931,390,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
64,3.9726264,4055,0.85010505,0.7080148,7.5,273,0.72358453,3202,19,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
65,3.2704778,7032,0.9462256,0.33688852,6.8,1676,0.64975554,640,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
66,3.3465567,3819,0.8681894,0.39800996,6.4,226,0.56727916,3613,17,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
67,3.7454956,444,0.800114,0.5878378,6.9,63,0.5840128,7515,17,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
68,4.0128355,16400,0.98953515,0.7146341,7.6,877,0.7720988,1281,17,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69,3.7926314,8984,0.78002185,0.5880454,7.3,732,0.72152144,1498,17,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
70,3.8365226,13901,0.87866294,0.62642974,7.7,2519,0.80077535,379,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71,3.7869368,9699,0.8961405,0.6070729,7.4,774,0.7382256,1430,17,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
73,4.145545,31887,0.76578784,0.78336,8.2,3120,0.88539606,275,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
74,3.1270776,9927,0.9504677,0.2637252,6.2,2397,0.5520741,406,17,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
75,2.9640021,19515,1.1006476,0.27911863,6.1,1544,0.5349178,717,17,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
76,3.8925693,6823,0.96131027,0.66099954,7.7,984,0.7900518,1139,17,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
77,4.157078,40706,0.7951149,0.77590525,8.1,4168,0.87052464,167,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
78,4.1224427,37152,0.90176857,0.7482504,7.9,3833,0.836648,198,17,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
79,3.898962,8670,0.8634572,0.6461361,7.3,647,0.7192716,1670,84,4,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
80,3.9675026,4785,0.9139802,0.6835946,7.6,734,0.76867265,1492,17,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
81,4.069051,5047,0.8806515,0.7434119,7.7,808,0.7863958,1378,35,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
82,2.9415462,1591,0.98689204,0.20615965,5.7,494,0.4710212,2069,17,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
83,2.7942386,972,1.0826672,0.18827161,5.3,320,0.41475356,2869,17,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
85,4.134614,59693,0.87147593,0.766388,7.7,3949,0.80337507,185,17,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,3.5337079,89,0.9909641,0.49438202,6.4,34,0.525457,10351,15,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
87,3.6904922,25484,0.9092603,0.5525035,7.1,2841,0.7018743,319,17,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,3.2398107,13519,1.1413534,0.3878985,7.1,1371,0.69734436,824,17,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
89,3.9829955,39725,0.8599071,0.7017747,7.6,3221,0.7856765,253,17,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,3.5556347,12618,0.8702223,0.4836741,6.8,985,0.64602584,1138,17,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,3.421875,32,0.9279461,0.375,6.5,21,0.519822,13181,19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,3.5,5,0.31622776,0.2,7.0,3,0.49934208,25349,17,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,4.018191,2034,0.8003278,0.7517207,7.7,207,0.73744375,3821,17,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
95,2.9919274,25890,1.1465486,0.2933565,6.5,2540,0.60189366,371,17,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
96,3.0882943,4989,0.9311707,0.2655843,6.1,627,0.53260714,1713,17,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,3.3134887,12010,1.0191838,0.3983347,6.6,717,0.6114442,1526,17,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
98,3.9548147,45413,0.921324,0.6810825,7.9,5566,0.8382934,81,17,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99,3.9881165,5049,0.93752,0.7161814,7.4,337,0.7173182,2758,19,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,4.01081,19473,0.8550968,0.7249525,7.5,1671,0.76443386,644,17,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,4.080149,34361,0.81480956,0.74866855,8.2,4293,0.88741297,157,24,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
102,3.6538463,182,0.98391545,0.56593406,6.8,27,0.541707,11651,14,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
103,4.089309,31391,0.86342126,0.74620116,8.1,2632,0.8674475,354,17,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
104,3.9798863,20409,0.8442011,0.70351315,7.2,672,0.7043933,1611,15,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
105,3.922549,54783,0.8717253,0.66940475,8.0,6239,0.85549283,54,17,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
106,3.641171,17284,0.9206716,0.5386485,7.3,2129,0.73345244,472,17,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
107,4.060505,24469,0.8264961,0.7375046,7.7,2953,0.8018252,305,17,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
108,3.9722507,7802,0.96598405,0.7035376,7.7,311,0.75729316,2916,24,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
109,3.9004052,5924,0.9194187,0.67842674,7.3,218,0.68684685,3685,24,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,4.059447,8352,0.94915235,0.7447318,7.8,246,0.7601556,3415,24,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
111,3.9364538,14399,0.87246126,0.6724078,8.0,3017,0.8518693,291,17,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
112,3.5733206,1057,0.9702615,0.54399246,6.5,33,0.530867,10528,14,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
113,3.9974358,2145,0.8882123,0.7165501,7.6,240,0.73162156,3478,40,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
114,3.429515,37405,0.9806021,0.4295415,7.0,1807,0.68300533,583,17,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
115,3.9543235,27640,0.97718334,0.684877,7.8,3001,0.81855947,295,17,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,3.7288208,4698,0.8817382,0.56130266,7.2,1134,0.7116936,990,17,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
117,3.8751419,17628,0.7823714,0.6600862,7.6,1424,0.7791067,793,17,4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
118,3.2334137,11606,1.0135725,0.33698088,6.7,3759,0.63612854,203,17,4,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
120,4.104167,56827,0.9945443,0.7499076,8.0,8892,0.85651815,16,17,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
121,4.0797772,51882,0.98404646,0.74043024,8.0,7641,0.8561227,27,17,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
122,4.109478,51837,0.99141437,0.7486352,8.1,8226,0.87316513,21,17,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
123,3.2604234,6092,1.1556187,0.40840447,6.1,187,0.5253826,4065,17,4,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
124,3.5714285,28,0.9035079,0.5714286,7.0,5,0.5052788,22643,57,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
127,3.7894738,133,0.8931875,0.6466165,7.7,29,0.5946028,11262,57,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
128,4.113995,12983,0.88928366,0.75899255,8.2,2041,0.8815512,506,35,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
129,4.2025895,20855,0.90277976,0.7953968,8.3,3968,0.90368676,182,35,4,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
132,3.8516295,583,0.8838322,0.6089194,7.8,42,0.62913185,9292,17,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
133,3.5,8,0.4330127,0.125,7.0,6,0.50811017,21570,17,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,3.8738065,24090,0.91793555,0.6557908,7.3,1144,0.7279211,982,17,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,3.8703704,297,0.9600773,0.6632997,7.5,35,0.5955955,10194,17,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
136,3.7733839,1454,0.9494007,0.5887208,7.7,228,0.74261093,3581,17,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
137,3.8798485,38672,0.88441676,0.6548666,7.4,2358,0.7506418,418,17,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
138,3.6920998,2405,1.0239847,0.5796258,7.2,254,0.67921835,3358,17,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
139,3.5442176,441,0.9646681,0.5555556,6.8,16,0.5250334,14956,14,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
140,3.8126373,1820,0.84502727,0.60274726,7.1,223,0.66096425,3633,19,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
141,3.9725602,26476,0.92524064,0.68839705,7.7,3574,0.80289125,215,17,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
142,3.6130211,7795,1.1034338,0.5484285,7.5,1531,0.76357967,720,17,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
143,3.9326415,2843,0.9508407,0.69293,7.5,166,0.6995451,4335,17,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
144,4.0194902,4079,1.0382133,0.7212552,7.5,256,0.7208564,3327,15,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
145,3.84947,4245,1.0975732,0.6697291,7.2,213,0.6725821,3734,14,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
146,3.86309,30038,0.97469836,0.6451828,7.2,949,0.7095736,1185,84,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
147,4.1076326,3354,0.9568266,0.7644603,8.0,363,0.8073244,2611,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
148,3.7262444,221,0.91416156,0.64705884,6.8,52,0.5673114,8309,17,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
149,3.8898726,9657,0.9521877,0.6621104,7.8,792,0.8017758,1402,35,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
150,3.487125,4466,0.7852779,0.41379312,6.5,364,0.5884854,2605,17,5,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
152,3.090602,11545,1.0862832,0.32152447,6.2,541,0.5473236,1923,17,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
153,3.7974284,20104,1.0039412,0.61331075,7.3,1943,0.7328248,541,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
154,3.6841075,17650,1.0171752,0.5809065,7.3,688,0.7204207,1575,17,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
155,4.1820707,39600,0.8760458,0.78252524,8.3,12269,0.9078317,2,17,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
156,3.6086957,345,0.80428904,0.47536233,6.8,25,0.5390003,12098,14,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
158,4.014593,651,0.9653055,0.7066052,7.6,135,0.6994305,4946,15,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,3.537275,389,1.0565131,0.5115681,6.1,34,0.506852,10351,15,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
160,3.3076923,52,0.9565254,0.34615386,6.9,87,0.59853464,6301,19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,3.8027608,31041,0.8181058,0.6012049,7.2,3857,0.7197255,196,17,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
162,3.7227116,25093,0.89835566,0.57808954,7.5,3731,0.76970667,205,17,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
163,3.310193,9320,0.9588492,0.34527898,6.4,2169,0.58494544,463,17,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
164,3.8219826,12378,0.95368546,0.62829214,7.6,1082,0.7755124,1038,17,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
165,3.5054908,24040,0.9716076,0.4609817,7.4,3926,0.7532111,187,17,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
166,3.2198277,116,0.94979304,0.30172414,6.4,225,0.5672078,3616,24,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
167,3.5240898,8240,0.9288047,0.46747574,7.1,710,0.6896629,1538,17,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
168,3.4594924,15170,1.0853904,0.49512196,6.9,490,0.65272266,2083,17,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
169,2.8751554,6436,1.0108899,0.21659416,6.0,743,0.51747584,1481,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
170,3.7526479,16050,0.8955241,0.5816199,7.1,1816,0.69946533,579,17,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
171,2.88,50,1.2867012,0.26,6.3,134,0.5458449,4966,24,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,2.86873,8772,1.1498822,0.26459187,5.6,384,0.4568704,2485,17,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
173,3.5169892,7181,0.9105233,0.4839159,6.9,160,0.6231411,4446,17,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
174,3.2956026,12439,1.093729,0.42648122,6.7,421,0.6201439,2319,17,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
175,3.840967,1965,0.979186,0.64834607,7.6,364,0.7490568,2605,24,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
176,3.347433,8629,1.216337,0.4578746,7.2,2255,0.7172893,449,17,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
177,3.5992723,8658,0.9705722,0.53545856,7.2,346,0.68921936,2701,17,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
178,3.01213,2432,0.9072742,0.25,6.0,126,0.5101151,5124,17,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
179,3.339714,2168,0.78619623,0.32287824,6.2,400,0.5453925,2405,17,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
180,3.6742125,31209,0.82939035,0.5296549,7.1,2663,0.7015861,348,17,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
182,3.0054946,364,0.8353275,0.16483517,5.9,87,0.49745098,6301,17,6,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0
183,2.8365617,413,1.0687255,0.21549636,6.1,83,0.5171331,6462,17,5,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
184,3.6859663,13610,0.8601864,0.5650257,7.3,1580,0.7311896,694,17,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
185,3.9829664,30704,1.0174447,0.7069763,8.0,3432,0.85271126,230,17,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
186,3.859301,8671,0.8436366,0.62587935,7.4,1356,0.7460181,833,17,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
187,3.803457,21840,0.9723887,0.61776555,7.2,2755,0.71834743,331,17,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
189,3.1965046,1173,1.0204456,0.3256607,6.3,1314,0.56709725,859,17,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
192,3.8732944,6156,0.80640405,0.65074724,7.2,739,0.70597607,1486,17,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
193,3.344407,29770,0.96535194,0.39334902,6.4,461,0.576434,2162,17,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
194,4.128246,34430,0.9173194,0.75997674,7.8,3403,0.81931025,234,24,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
195,3.9653244,447,1.0504208,0.7002237,7.3,48,0.60206765,8690,17,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
196,3.294261,24011,1.021155,0.37162134,7.1,2978,0.7020731,300,17,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
197,4.016057,66512,0.9679768,0.7039632,7.7,3404,0.80263746,233,17,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
198,3.945118,1567,0.904248,0.70453095,7.7,119,0.7025315,5268,17,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
199,3.665978,22018,0.9857667,0.5734399,7.0,671,0.6731826,1613,17,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
200,3.191233,9912,1.0889499,0.37853107,6.3,402,0.5602206,2398,17,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
201,3.1346343,4100,1.040366,0.30756098,6.1,488,0.53158075,2090,17,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
203,3.8238342,1737,0.79978883,0.59412783,7.2,359,0.6902775,2634,17,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
204,4.0245204,938,0.9454391,0.75692964,7.9,176,0.7535373,4197,24,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
205,3.998445,11576,0.7703119,0.7164824,7.5,805,0.75471044,1385,17,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
206,3.6818182,11,0.44069818,0.18181819,6.8,6,0.5049785,21570,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
207,3.912803,25752,0.8665398,0.6679869,8.1,2786,0.86790586,326,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
211,3.0,3,1.0801234,0.33333334,6.3,3,0.4935964,25349,15,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
212,4.0140095,7709,0.89662075,0.7255156,7.4,234,0.7033084,3520,17,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,4.205228,19013,0.7840586,0.80676377,7.8,1062,0.8073756,1058,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
214,2.803818,2462,1.2757095,0.24817222,6.1,1104,0.5342638,1011,17,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
215,2.9682786,3846,1.2108809,0.2828913,6.3,1288,0.56703013,877,17,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
216,3.959057,403,0.94589937,0.7171216,7.5,74,0.64794916,6884,15,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
217,2.921681,7329,1.0654042,0.22540592,5.7,2558,0.4692634,365,17,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,3.8920124,40250,0.88595504,0.65913045,7.4,4208,0.7534728,163,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
